title,variety,winery,region_1,province,country
Pope Valley Winery 2010 Eakle Ranch Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Pope Valley Winery,Napa Valley,California,US
Real Sitio de Ventosilla 2004 RSV 1601 El Duque de Lerma  (Ribera del Duero),Tempranillo,Real Sitio de Ventosilla,Ribera del Duero,Northern Spain,Spain
Stryker Sonoma 2010 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Stryker Sonoma,Alexander Valley,California,US
Talamonti 2012 Trabocchetto Pecorino (Colline Pescaresi),Pecorino,Talamonti,Colline Pescaresi,Central Italy,Italy
The Eyrie Vineyards 2011 Estate Chardonnay (Dundee Hills),Chardonnay,The Eyrie Vineyards,Dundee Hills,Oregon,US
The Farm Winery 2009 Touchy-Feely G-S-M (Paso Robles),G-S-M,The Farm Winery,Paso Robles,California,US
Tre Monti 2009 Thea Riserva  (Sangiovese di Romagna Superiore),Sangiovese,Tre Monti,Sangiovese di Romagna Superiore,Central Italy,Italy
Trueheart 2010 Truehart Vineyard Petite Sirah (Sonoma Valley),Petite Sirah,Trueheart,Sonoma Valley,California,US
Val do Sosego 2011 Albariño (Rías Baixas),Albariño,Val do Sosego,Rías Baixas,Galicia,Spain
J. Christopher 2010 Nuages Pinot Noir (Chehalem Mountains),Pinot Noir,J. Christopher,Chehalem Mountains,Oregon,US
J. Lohr 2010 Gesture G-S-M (Paso Robles),G-S-M,J. Lohr,Paso Robles,California,US
Johanneshof Reinisch 2012 Rotgipfler (Thermenregion),Rotgipfler,Johanneshof Reinisch,,Thermenregion,Austria
Lynmar 2011 Monastery Chardonnay (Russian River Valley),Chardonnay,Lynmar,Russian River Valley,California,US
Matetic 2011 EQ Chardonnay (San Antonio),Chardonnay,Matetic,,San Antonio,Chile
Oliver Conti 2011 Treyu White (Empordà),White Blend,Oliver Conti,Empordà,Northern Spain,Spain
Parcel 41 2011 Merlot (Napa Valley),Merlot,Parcel 41,Napa Valley,California,US
Drei Donà Tenuta La Palazza 2009 Pruno Riserva  (Sangiovese di Romagna Superiore),Sangiovese,Drei Donà Tenuta La Palazza,Sangiovese di Romagna Superiore,Central Italy,Italy
401K 2012 Cabernet Sauvignon (California),Cabernet Sauvignon,401K,California,California,US
Barnard Griffin 2014 Fumé Blanc Dry Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Barnard Griffin,Columbia Valley (WA),Washington,US
Cana's Feast 2013 Northridge Vineyard Primitivo (Columbia Valley (WA)),Primitivo,Cana's Feast,Columbia Valley (WA),Washington,US
Cantine Leonardo Da Vinci 2010 Da Vinci Riserva  (Chianti),Red Blend,Cantine Leonardo Da Vinci,Chianti,Tuscany,Italy
Hill Family Estate 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hill Family Estate,Napa Valley,California,US
James Wyatt 2013 Untamed Cuvée Red (Yakima Valley),Red Blend,James Wyatt,Yakima Valley,Washington,US
Liebart-Régnier NV Brut  (Champagne),Champagne Blend,Liebart-Régnier,Champagne,Champagne,France
Vinum 2013 White Elephant White (California),White Blend,Vinum,California,California,US
Viticoltori Senesi Aretini 2009 Riserva  (Chianti),Sangiovese,Viticoltori Senesi Aretini,Chianti,Tuscany,Italy
Wise Villa 2013 Estate Grown Sangiovese (Placer County),Sangiovese,Wise Villa,Placer County,California,US
MacPhail 2014 Rosé of Pinot Noir (Sonoma Coast),Pinot Noir,MacPhail,Sonoma Coast,California,US
Maison Bouey 2012 Château Lestruelle  (Médoc),Bordeaux-style Red Blend,Maison Bouey,Médoc,Bordeaux,France
Maison Bouey 2014 Le Rosé Gourmand de Lestruelle Rosé (Bordeaux Rosé),Rosé,Maison Bouey,Bordeaux Rosé,Bordeaux,France
Mannucci Droandi 2009 Ceppeto Riserva  (Chianti Classico),Red Blend,Mannucci Droandi,Chianti Classico,Tuscany,Italy
Rosenblum 2012 Winemaker Selection Zinfandel (Sonoma County),Zinfandel,Rosenblum,Sonoma County,California,US
Travignoli 2013  Chianti Rufina,Sangiovese,Travignoli,Chianti Rufina,Tuscany,Italy
Hanaiali'i 2013 Merlot (Napa Valley),Merlot,Hanaiali'i,Napa Valley,California,US
Lagana 2013 Breezy Slope Vineyard Pinot Noir (Walla Walla Valley (WA)),Pinot Noir,Lagana,Walla Walla Valley (WA),Washington,US
Lagana 2013 Minnick Hills Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Lagana,Walla Walla Valley (WA),Washington,US
Loft 2013 Merlot (Monterey),Merlot,Loft,Monterey,California,US
Matsu 2013 El Picaro  (Toro),Tinta de Toro,Matsu,Toro,Northern Spain,Spain
Nadler 2014 Grüner Veltliner (Carnuntum),Grüner Veltliner,Nadler,,Carnuntum,Austria
:Nota Bene 2011 Ciel du Cheval Red (Red Mountain),Bordeaux-style Red Blend,:Nota Bene,Red Mountain,Washington,US
Oyster Bay 2014 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Oyster Bay,,Marlborough,New Zealand
Piot-Sévillano NV Tradition Brut  (Champagne),Champagne Blend,Piot-Sévillano,Champagne,Champagne,France
Quai de la Lune 2014 Rosé (Bordeaux Rosé),Rosé,Quai de la Lune,Bordeaux Rosé,Bordeaux,France
Bodegas Berceo 2013 Viñadrian  (Rioja),Tempranillo Blend,Bodegas Berceo,Rioja,Northern Spain,Spain
Cennatoio 2011 O'Leandro Riserva  (Chianti Classico),Red Blend,Cennatoio,Chianti Classico,Tuscany,Italy
Château Buisson-Redon 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château Buisson-Redon,Bordeaux Blanc,Bordeaux,France
St. Supéry 2014 Estate Grown Moscato (Napa Valley),Moscato,St. Supéry,Napa Valley,California,US
Clos de Gamot 2002 Cuvée des Vignes Centenaires Malbec (Cahors),Malbec,Clos de Gamot,Cahors,Southwest France,France
Companhia das Quintas 2007 Prova Régia Arinto (Bucelas),Arinto,Companhia das Quintas,,Bucelas,Portugal
Cusumano 2007 Cubìa Insolia (Sicilia),Insolia,Cusumano,Sicilia,Sicily & Sardinia,Italy
DFJ Vinhos 2007 Casa do Lago Rosé Touriga Nacional (Estremadura),Touriga Nacional,DFJ Vinhos,,Estremadura,Portugal
Tasca d'Almerita 2006 Lamùri Nero d'Avola (Sicilia),Nero d'Avola,Tasca d'Almerita,Sicilia,Sicily & Sardinia,Italy
Tenuta delle Terre Nere 2007  Etna,White Blend,Tenuta delle Terre Nere,Etna,Sicily & Sardinia,Italy
Tolosa 2007 Edna Ranch Rosé (Edna Valley),Rosé,Tolosa,Edna Valley,California,US
Turkey Flat 2005 The Turk Shiraz-Grenache-Cabernet-Mourvèdre Red (Barossa Valley),Red Blend,Turkey Flat,Barossa Valley,South Australia,Australia
J. Portugal Ramos 2007 Marquês de Borba Red (Alentejo),Portuguese Red,J. Portugal Ramos,,Alentejo,Portugal
J Vineyards & Winery 2006 Pinot Noir (Russian River Valley),Pinot Noir,J Vineyards & Winery,Russian River Valley,California,US
J. Wilkes 2006 Bien Nacido Vineyard Hillside Pinot Noir (Santa Barbara County),Pinot Noir,J. Wilkes,Santa Barbara County,California,US
La Posta 2006 Cocina Blend Red (Mendoza),Red Blend,La Posta,Mendoza,Mendoza Province,Argentina
Leone de Castris 2005 Maiana Rosso Red (Salice Salentino),Red Blend,Leone de Castris,Salice Salentino,Southern Italy,Italy
Mastroberardino 2007  Greco di Tufo,Greco,Mastroberardino,Greco di Tufo,Southern Italy,Italy
Melipal 2006 Reserve Malbec (Mendoza),Malbec,Melipal,Mendoza,Mendoza Province,Argentina
Morrison Lane 2005 Syrah (Walla Walla Valley (WA)),Syrah,Morrison Lane,Walla Walla Valley (WA),Washington,US
Morrison Lane 2006 Viognier (Walla Walla Valley (WA)),Viognier,Morrison Lane,Walla Walla Valley (WA),Washington,US
Fazio 2005 Torre dei Venti Nero d'Avola (Sicilia),Nero d'Avola,Fazio,Sicilia,Sicily & Sardinia,Italy
Gemtree 2006 Uncut Shiraz (McLaren Vale),Shiraz,Gemtree,McLaren Vale,South Australia,Australia
Adamant Cellars 2006 Spofford Station Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Adamant Cellars,Walla Walla Valley (WA),Washington,US
Alberto Longo 2007 Le Fossette Falanghina (Puglia),Falanghina,Alberto Longo,Puglia,Southern Italy,Italy
X 2006 ES Vineyard Sauvignon Blanc (Lake County),Sauvignon Blanc,X,Lake County,California,US
Godwin 2005 Floral Clone Chardonnay (Russian River Valley),Chardonnay,Godwin,Russian River Valley,California,US
Hagafen 2006 Ripken Vineyard Roussanne (Lodi),Roussanne,Hagafen,Lodi,California,US
Herdade da Malhadinha Nova 2006 Monte da Peceguina Red (Alentejano),Portuguese Red,Herdade da Malhadinha Nova,,Alentejano,Portugal
Bucklin 2005 Old Hill Ranch Zinfandel (Sonoma Valley),Zinfandel,Bucklin,Sonoma Valley,California,US
Corley 2004 Proprietary Red Wine Red (Oak Knoll District),Cabernet Blend,Corley,Oak Knoll District,California,US
DFJ Vinhos 2004 Tinta Roriz and Merlot Red (Estremadura),Red Blend,DFJ Vinhos,,Estremadura,Portugal
DFJ Vinhos 2006 Monte Alentejano White (Alentejano),Portuguese White,DFJ Vinhos,,Alentejano,Portugal
El Nido 2003 Clio Monastrell-Cabernet Sauvignon Red (Jumilla),Red Blend,El Nido,Jumilla,Levante,Spain
Backsberg 2005 Pinotage (Coastal Region),Pinotage,Backsberg,,Coastal Region,South Africa
Bonny Doon 2005 Le Cigar Blanc White (California),White Blend,Bonny Doon,California,California,US
Codorníu NV Brut Rosé Pinot Noir (Cava),Pinot Noir,Codorníu,Cava,Catalonia,Spain
Conte Collalto NV Extra Dry  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Conte Collalto,Prosecco di Conegliano e Valdobbiadene,Veneto,Italy
Schug 2006 Pinot Noir (Sonoma Coast),Pinot Noir,Schug,Sonoma Coast,California,US
St. Clement 2004 Star Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,St. Clement,Rutherford,California,US
Arbios 2003 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Arbios,Alexander Valley,California,US
Adami NV Vigneto Giardino Dry  (Prosecco di Valdobbiadene),Prosecco,Adami,Prosecco di Valdobbiadene,Veneto,Italy
Alentex 2006 Antão Vaz-Arinto White (Alentejo),Portuguese White,Alentex,,Alentejo,Portugal
Bortolomiol 2005 Brut Millesimato Motus Vitae  (Prosecco di Valdobbiadene),Prosecco,Bortolomiol,Prosecco di Valdobbiadene,Veneto,Italy
Bortolotti NV Brut  (Prosecco di Valdobbiadene),Prosecco,Bortolotti,Prosecco di Valdobbiadene,Veneto,Italy
Castle 2005 Sangiacomo Vineyards Pinot Noir (Carneros),Pinot Noir,Castle,Carneros,California,US
Codorníu NV Reserva Raventós Brut Sparkling (Cava),Sparkling Blend,Codorníu,Cava,Catalonia,Spain
Ortman Family 2008 Turner Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Ortman Family,Sta. Rita Hills,California,US
Recanati 2009 Yasmin Kosher Red Red (Galilee),Bordeaux-style Red Blend,Recanati,,Galilee,Israel
Tenuta di Vignole 2007  Chianti Classico,Sangiovese,Tenuta di Vignole,Chianti Classico,Tuscany,Italy
Two Vintners 2007 Lola Red Red (Columbia Valley (WA)),Red Blend,Two Vintners,Columbia Valley (WA),Washington,US
X 2009 Truchard Vineyard Pinot Noir (Carneros),Pinot Noir,X,Carneros,California,US
Albet I Noya 2009 Petit Albet White (Penedès),White Blend,Albet I Noya,Penedès,Catalonia,Spain
Avignonesi 2008  Rosso di Montepulciano,Prugnolo Gentile,Avignonesi,Rosso di Montepulciano,Tuscany,Italy
Binyamina 2009 Reserve Unoaked Kosher Chardonnay (Judean Hills),Chardonnay,Binyamina,,Judean Hills,Israel
Valserrano 2004  Rioja,Graciano,Valserrano,Rioja,Northern Spain,Spain
Mt. Beautiful 2009 Sauvignon Blanc (Canterbury),Sauvignon Blanc,Mt. Beautiful,,Canterbury,New Zealand
Poggio Nardone 2008  Morellino di Scansano,Sangiovese,Poggio Nardone,Morellino di Scansano,Tuscany,Italy
Château Ramafort 2008  Médoc,Bordeaux-style Red Blend,Château Ramafort,Médoc,Bordeaux,France
Mana 2008 Pinot Noir (Marlborough),Pinot Noir,Mana,,Marlborough,New Zealand
Drew 2009 Morning Dew Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Drew,Anderson Valley,California,US
Giuliano Tiberi 2007 Le Vespe Sangiovese (Toscana),Sangiovese,Giuliano Tiberi,Toscana,Tuscany,Italy
Greater Purpose NV White Label Red (Dry Creek Valley),Red Blend,Greater Purpose,Dry Creek Valley,California,US
Reina de Castilla 2009 Isabelino Verdejo-Viura (Rueda),Verdejo-Viura,Reina de Castilla,Rueda,Northern Spain,Spain
Rocca delle Macìe 2007  Chianti Classico,Sangiovese,Rocca delle Macìe,Chianti Classico,Tuscany,Italy
Joseph Drouhin 2012  Pouilly-Fuissé,Chardonnay,Joseph Drouhin,Pouilly-Fuissé,Burgundy,France
Vino Vargas 2013 Olé Chardonnay (Central Coast),Chardonnay,Vino Vargas,Central Coast,California,US
Demessey 2012 Château de Messey Les Crets  (Mâcon-Chardonnay),Chardonnay,Demessey,Mâcon-Chardonnay,Burgundy,France
Four Degrees of Riesling 2012 0 Degree Dry Riesling (Seneca Lake),Riesling,Four Degrees of Riesling,Seneca Lake,New York,US
Joseph Drouhin 2011  Chorey-lès-Beaune,Pinot Noir,Joseph Drouhin,Chorey-lès-Beaune,Burgundy,France
Knapp 2013 Dry Rosé (Finger Lakes),Rosé,Knapp,Finger Lakes,New York,US
Armosa 2008 Curma Nero d'Avola (Sicilia),Nero d'Avola,Armosa,Sicilia,Sicily & Sardinia,Italy
Fulkerson 2012 William Vigne Grüner Veltliner (Seneca Lake),Grüner Veltliner,Fulkerson,Seneca Lake,New York,US
Stomping Ground 2012 Chardonnay (California),Chardonnay,Stomping Ground,California,California,US
L. Tramier & Fils 2012 Linteau Red (Côtes du Rhône),Rhône-style Red Blend,L. Tramier & Fils,Côtes du Rhône,Rhône Valley,France
Lo Nuevo 2012 Covello Albariño (Rías Baixas),Albariño,Lo Nuevo,Rías Baixas,Galicia,Spain
Pierre André 2011  Ladoix,Pinot Noir,Pierre André,Ladoix,Burgundy,France
Suvla 2012 Kinali Yapincak (Thrace),Kinali Yapincak,Suvla,,Thrace,Turkey
Swedish Hill 2012 Reserve Chardonnay (Finger Lakes),Chardonnay,Swedish Hill,Finger Lakes,New York,US
Chanson Père et Fils 2012  Viré-Clessé,Chardonnay,Chanson Père et Fils,Viré-Clessé,Burgundy,France
Coto de Hayas 2013 Chardonnay (Campo de Borja),Chardonnay,Coto de Hayas,Campo de Borja,Northern Spain,Spain
Demessey 2011 Les Hâtes  (Santenay),Pinot Noir,Demessey,Santenay,Burgundy,France
Jean-Marie Challand 2012 Vieilles Vignes  (Viré-Clessé),Chardonnay,Jean-Marie Challand,Viré-Clessé,Burgundy,France
Domaine Sophie Cinier 2012  Mâcon-Fuissé,Chardonnay,Domaine Sophie Cinier,Mâcon-Fuissé,Burgundy,France
Fazeli Cellars 2009 Khayyam Cabernet Sauvignon (Temecula Valley),Cabernet Sauvignon,Fazeli Cellars,Temecula Valley,California,US
Four Degrees of Riesling 2012 2nd Degree Medium Sweet Riesling (Finger Lakes),Riesling,Four Degrees of Riesling,Finger Lakes,New York,US
Pierre André 2012  Saint-Véran,Chardonnay,Pierre André,Saint-Véran,Burgundy,France
Jean-Marie Challand 2012 Les Tilles  (Mâcon-Villages),Chardonnay,Jean-Marie Challand,Mâcon-Villages,Burgundy,France
Joseph Burrier 2012 Château de Beauregard  (Saint-Véran),Chardonnay,Joseph Burrier,Saint-Véran,Burgundy,France
King's Garden Vineyards 2010 Cabernet Franc (Finger Lakes),Cabernet Franc,King's Garden Vineyards,Finger Lakes,New York,US
Laird 2011 Jillian's Blend Red (Napa Valley),Red Blend,Laird,Napa Valley,California,US
McGregor 2010 Reserve Cabernet Sauvignon (Finger Lakes),Cabernet Sauvignon,McGregor,Finger Lakes,New York,US
Bodegas Valdemar 2010 Conde de Valdemar Old Vines  (Rioja),Garnacha,Bodegas Valdemar,Rioja,Northern Spain,Spain
Protos 2011 Reserva  (Ribera del Duero),Tempranillo,Protos,Ribera del Duero,Northern Spain,Spain
Schloss Vollrads 2015 Spätlese Riesling (Rheingau),Riesling,Schloss Vollrads,,Rheingau,Germany
Sojourn 2013 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Sojourn,Oakville,California,US
Stag's Leap Wine Cellars 2013 Cask 23 Estate Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Stag's Leap Wine Cellars,Napa Valley,California,US
Thorn Clarke 2014 Eden Trail Riesling (Eden Valley),Riesling,Thorn Clarke,Eden Valley,South Australia,Australia
Aratás 2011 Shake Ridge Ranch Petite Sirah (Amador County),Petite Sirah,Aratás,Amador County,California,US
Santos & Seixo 2013 Santos da Casa Grande Reserva Red (Douro),Portuguese Red,Santos & Seixo,,Douro,Portugal
Spicy Vines 2014 Joie de Vivre Chardonnay (Mendocino Ridge),Chardonnay,Spicy Vines,Mendocino Ridge,California,US
Terra d'Oro 2014 Teroldego (Amador County),Teroldego,Terra d'Oro,Amador County,California,US
The Eyrie Vineyards 2015 Original Vines Pinot Gris (Dundee Hills),Pinot Gris,The Eyrie Vineyards,Dundee Hills,Oregon,US
Tongue Dancer 2014 Putnam Vineyard Pinot de Ville Pinot Noir (Sonoma Coast),Pinot Noir,Tongue Dancer,Sonoma Coast,California,US
Uvaggio 2015 Secco Moscato (Lodi),Moscato,Uvaggio,Lodi,California,US
WillaKenzie Estate 2014 Triple Black Slopes Pinot Noir,Pinot Noir,WillaKenzie Estate,Willamette Valley,Oregon,US
WillaKenzie Estate 2015 Estate Grown Pinot Blanc,Pinot Blanc,WillaKenzie Estate,Willamette Valley,Oregon,US
William Harrison 2014 Sangiacomo Family Vineyards Chardonnay (Carneros),Chardonnay,William Harrison,Carneros,California,US
Yohan Lardy 2015 Le Vivier  (Fleurie),Gamay,Yohan Lardy,Fleurie,Beaujolais,France
Avennia 2014 Arnaut Boushey Vineyard Syrah (Yakima Valley),Syrah,Avennia,Yakima Valley,Washington,US
Bella 2013 Big River Ranch Vineyard Series Zinfandel (Alexander Valley),Zinfandel,Bella,Alexander Valley,California,US
Brian Carter Cellars 2012 Solesce Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Brian Carter Cellars,Columbia Valley (WA),Washington,US
Bulas 2010 Grande Reserva Red (Douro),Portuguese Red,Bulas,,Douro,Portugal
Cadaretta 2013 Syrah (Columbia Valley (WA)),Syrah,Cadaretta,Columbia Valley (WA),Washington,US
Raptor Ridge 2015 Pinot Gris (Willamette Valley),Pinot Gris,Raptor Ridge,Willamette Valley,Oregon,US
Dr. Heidemanns-Bergweiler 2015 Bernkasteler Badstube Auslese Riesling (Mosel),Riesling,Dr. Heidemanns-Bergweiler,,Mosel,Germany
Dr. Loosen 2012 Ürziger Würzgarten GG Réserve Alte Reben Erste Lage Dry Riesling (Mosel),Riesling,Dr. Loosen,,Mosel,Germany
Meyer Family Cellars 2012 Petite Sirah (Yorkville Highlands),Petite Sirah,Meyer Family Cellars,Yorkville Highlands,California,US
Ovum 2015 Memorista Tradition Riesling (Eola-Amity Hills),Riesling,Ovum,Eola-Amity Hills,Oregon,US
Perelada 2012 Finca Malaveïna Red (Empordà),Red Blend,Perelada,Empordà,Northern Spain,Spain
Proper 2014 Estate Syrah (Walla Walla Valley (WA)),Syrah,Proper,Walla Walla Valley (WA),Washington,US
Quinta da Zaralhôa 2008 Reserva Red (Douro),Portuguese Red,Quinta da Zaralhôa,,Douro,Portugal
Ramos-Pinto 2014 Duas Quintas Reserva Red (Douro),Portuguese Red,Ramos-Pinto,,Douro,Portugal
Wyncroft 2013 Wren Song Riesling (Lake Michigan Shore),Riesling,Wyncroft,Lake Michigan Shore,Michigan,US
Vicente Gandia 2014 Hoya de Cadenas Organic Verdejo (Spain),Verdejo,Vicente Gandia,Spain,Spain Other,Spain
Casa Montes 2014 Ampakama Chardonnay (San Juan),Chardonnay,Casa Montes,San Juan,Other,Argentina
Albet I Noya 2014 XA Xarel-lo (Penedès),Xarel-lo,Albet I Noya,Penedès,Catalonia,Spain
Gustafson Family 2012 Mountain Cuvée Estate Zinfandel (Dry Creek Valley),Zinfandel,Gustafson Family,Dry Creek Valley,California,US
JAQK Cellars 2013 High Roller Pinot Noir (Sonoma Coast),Pinot Noir,JAQK Cellars,Sonoma Coast,California,US
Gracianna 2014 Suzanne's Blend Chardonnay (Russian River Valley),Chardonnay,Gracianna,Russian River Valley,California,US
Angulo Innocenti 2013 Cabernet Sauvignon (La Consulta),Cabernet Sauvignon,Angulo Innocenti,La Consulta,Mendoza Province,Argentina
Cable Car 2013 Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Cable Car,Lodi,California,US
Michael-Scott 2013 Zinfandel (Napa County-Sonoma County),Zinfandel,Michael-Scott,Napa County-Sonoma County,California,US
Luis Segundo Correas 2013 Valle Las Acequias Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Luis Segundo Correas,Mendoza,Mendoza Province,Argentina
Parras Vinhos 2014 Montaria Tinto Red (Alentejano),Portuguese Red,Parras Vinhos,,Alentejano,Portugal
Quinta do Casal Branco 2014 Quartilho Branco White (Tejo),Portuguese White,Quinta do Casal Branco,,Tejo,Portugal
Quinta do Casal Monteiro 2015 White (Tejo),Portuguese White,Quinta do Casal Monteiro,,Tejo,Portugal
Schmidt 2012 Pinot Noir (Applegate Valley),Pinot Noir,Schmidt,Applegate Valley,Oregon,US
Three Fires 2013 Unoaked Chardonnay (Lake Michigan Shore),Chardonnay,Three Fires,Lake Michigan Shore,Michigan,US
Verterra 2014 Dry Gewurztraminer (Leelanau Peninsula),Gewürztraminer,Verterra,Leelanau Peninsula,Michigan,US
Wine with Spirit 2013 Bastardo! Black Edition Tinto Red (Tejo),Portuguese Red,Wine with Spirit,,Tejo,Portugal
Wine with Spirit 2014 Seafood & Co White (Vinho Verde),Portuguese White,Wine with Spirit,,Vinho Verde,Portugal
Finca Salazar 2014 Sauvignon Blanc (Vino de la Tierra de Castilla),Sauvignon Blanc,Finca Salazar,Vino de la Tierra de Castilla,Central Spain,Spain
Buena Vista 2013 Private Reserve Zinfandel (Sonoma County),Zinfandel,Buena Vista,Sonoma County,California,US
Pazo de Barrantes 2012 La Comtesse Albariño (Rías Baixas),Albariño,Pazo de Barrantes,Rías Baixas,Galicia,Spain
Cooperativa Reguengos de Monsaraz 2014 Monsaraz Branco White (Alentejo),Portuguese White,Cooperativa Reguengos de Monsaraz,,Alentejo,Portugal
